order_id,order_date,ship_mode,customer_id,segment,region,category,sub_category,product_name,unit_price,quantity,discount_pct,discount_amt,sales,profit,payment_mode,year,month,month_name,quarter,day_of_week,week_of_year,profit_margin,revenue_band,sales_clean,profit_clean
ORD-104760,01-01-2021,First Class,CUST-1525,Corporate,North,Office Supplies,Paper,Product-131,50.82,9,25,114.34,343.04,191.16,Credit Card,2021,1,Jan,Q1,Friday,53,55.73,M ($200-500),343.04,191.16
ORD-100187,02-01-2021,First Class,CUST-3327,Consumer,West,Electronics,Accessories,Product-084,173.7,7,25,303.97,911.93,418.02,Credit Card,2021,1,Jan,Q1,Saturday,53,45.84,L ($500-2K),911.93,418.02
ORD-101621,02-01-2021,Standard Class,CUST-3317,Consumer,South,Office Supplies,Paper,Product-433,124.55,8,0,0,996.4,467.35,Debit Card,2021,1,Jan,Q1,Saturday,53,46.9,L ($500-2K),996.4,467.35
ORD-101456,02-01-2021,Standard Class,CUST-3686,Consumer,North,Clothing,Women,Product-436,34.63,3,10,10.39,93.5,32.26,Debit Card,2021,1,Jan,Q1,Saturday,53,34.5,S ($50-200),93.5,32.26
ORD-101361,02-01-2021,Same Day,CUST-3996,Consumer,West,Electronics,Laptops,Product-075,267.63,14,15,562.02,3184.8,1363.09,Cash,2021,1,Jan,Q1,Saturday,53,42.8,XL (>$2K),3184.8,1363.09
ORD-100144,02-01-2021,Same Day,CUST-1808,Consumer,North,Furniture,Chairs,Product-029,77.66,14,30,326.17,761.07,398.92,Debit Card,2021,1,Jan,Q1,Saturday,53,52.42,L ($500-2K),761.07,398.92
ORD-105077,02-01-2021,Second Class,CUST-3402,Consumer,North,Electronics,Tablets,Product-361,302.58,9,0,0,2723.22,1564.81,Credit Card,2021,1,Jan,Q1,Saturday,53,57.46,XL (>$2K),2723.22,1564.81
ORD-101135,03-01-2021,Standard Class,CUST-1763,Consumer,West,Office Supplies,Binders,Product-457,63.45,8,10,50.76,456.84,243.07,Cash,2021,1,Jan,Q1,Sunday,53,53.21,M ($200-500),456.84,243.07
ORD-103498,03-01-2021,Standard Class,CUST-3233,Corporate,North,Food & Beverage,Beverages,Product-111,27.41,12,0,0,328.92,95.28,Credit Card,2021,1,Jan,Q1,Sunday,53,28.97,M ($200-500),328.92,95.28
ORD-104905,03-01-2021,Standard Class,CUST-4237,Home Office,West,Electronics,Accessories,Product-109,297.79,10,30,893.37,2084.53,1085.57,Debit Card,2021,1,Jan,Q1,Sunday,53,52.08,XL (>$2K),2084.53,1085.57
ORD-109428,03-01-2021,Standard Class,CUST-3672,Consumer,North,Food & Beverage,Beverages,Product-206,31.06,8,0,0,248.48,90.58,Credit Card,2021,1,Jan,Q1,Sunday,53,36.45,M ($200-500),248.48,90.58
ORD-101175,03-01-2021,Standard Class,CUST-4092,Consumer,South,Furniture,Shelving,Product-236,30.96,11,20,68.11,272.45,152.76,Online Transfer,2021,1,Jan,Q1,Sunday,53,56.07,M ($200-500),272.45,152.76
ORD-109753,03-01-2021,Second Class,CUST-4149,Consumer,South,Electronics,Accessories,Product-152,174.25,1,20,34.85,139.4,47.46,Cash,2021,1,Jan,Q1,Sunday,53,34.05,S ($50-200),139.4,47.46
ORD-107313,03-01-2021,Standard Class,CUST-2288,Consumer,South,Furniture,Beds,Product-033,67.77,10,20,135.54,542.16,147.17,Credit Card,2021,1,Jan,Q1,Sunday,53,27.15,L ($500-2K),542.16,147.17
ORD-102923,03-01-2021,Second Class,CUST-1247,Consumer,North,Electronics,Tablets,Product-214,103.58,6,5,31.07,590.41,275.79,Online Transfer,2021,1,Jan,Q1,Sunday,53,46.71,L ($500-2K),590.41,275.79
ORD-104307,04-01-2021,First Class,CUST-4421,Corporate,North,Office Supplies,Pens,Product-440,25.39,3,15,11.43,64.74,18.01,Credit Card,2021,1,Jan,Q1,Monday,1,27.82,S ($50-200),64.74,18.01
ORD-105511,04-01-2021,First Class,CUST-1930,Consumer,North,Furniture,Chairs,Product-273,71.64,2,5,7.16,136.12,73.09,Debit Card,2021,1,Jan,Q1,Monday,1,53.7,S ($50-200),136.12,73.09
ORD-100987,04-01-2021,Standard Class,CUST-3753,Consumer,North,Clothing,Women,Product-352,58.07,11,15,95.82,542.95,232.38,Cash,2021,1,Jan,Q1,Monday,1,42.8,L ($500-2K),542.95,232.38
ORD-108012,04-01-2021,First Class,CUST-3104,Corporate,North,Furniture,Tables,Product-337,41.11,7,5,14.39,273.38,104.05,Debit Card,2021,1,Jan,Q1,Monday,1,38.06,M ($200-500),273.38,104.05
ORD-100720,04-01-2021,Standard Class,CUST-3578,Consumer,North,Electronics,Laptops,Product-487,398.31,6,0,0,2389.86,630.02,Online Transfer,2021,1,Jan,Q1,Monday,1,26.36,XL (>$2K),2389.86,630.02
ORD-102908,05-01-2021,Standard Class,CUST-1262,Consumer,North,Furniture,Chairs,Product-204,7.61,4,0,0,30.44,10.97,Cash,2021,1,Jan,Q1,Tuesday,1,36.04,XS (<$50),30.44,10.97
ORD-100306,05-01-2021,First Class,CUST-2863,Corporate,West,Electronics,Accessories,Product-235,245.8,1,25,61.45,184.35,52.38,Online Transfer,2021,1,Jan,Q1,Tuesday,1,28.41,S ($50-200),184.35,52.38
ORD-100770,05-01-2021,Second Class,CUST-2043,Consumer,South,Electronics,Phones,Product-048,357.57,9,10,321.81,2896.32,1066.56,Credit Card,2021,1,Jan,Q1,Tuesday,1,36.82,XL (>$2K),2896.32,1066.56
ORD-108943,05-01-2021,Second Class,CUST-3342,Consumer,North,Clothing,Sports,Product-172,17.45,5,10,8.72,78.53,25.44,Cash,2021,1,Jan,Q1,Tuesday,1,32.4,S ($50-200),78.53,25.44
ORD-104006,05-01-2021,Standard Class,CUST-1502,Consumer,North,Office Supplies,Binders,Product-151,127.57,13,25,414.6,1243.81,709.53,Cash,2021,1,Jan,Q1,Tuesday,1,57.04,L ($500-2K),1243.81,709.53
ORD-105420,05-01-2021,Standard Class,CUST-1631,Corporate,West,Clothing,Men,Product-291,7.38,3,0,0,22.14,12.4,Debit Card,2021,1,Jan,Q1,Tuesday,1,56.01,XS (<$50),22.14,12.4
ORD-104062,06-01-2021,Standard Class,CUST-3309,Corporate,West,Electronics,Tablets,Product-195,235.66,2,0,0,471.32,243.45,Cash,2021,1,Jan,Q1,Wednesday,1,51.65,M ($200-500),471.32,243.45
ORD-104136,06-01-2021,Standard Class,CUST-2821,Consumer,North,Clothing,Men,Product-119,55.89,6,0,0,335.34,196.48,Credit Card,2021,1,Jan,Q1,Wednesday,1,58.59,M ($200-500),335.34,196.48
ORD-107637,06-01-2021,Standard Class,CUST-1295,Corporate,West,Clothing,Sports,Product-478,32.2,14,30,135.24,315.56,109.98,Online Transfer,2021,1,Jan,Q1,Wednesday,1,34.85,M ($200-500),315.56,109.98
ORD-103825,06-01-2021,Second Class,CUST-1590,Corporate,South,Clothing,Women,Product-406,66.42,9,15,89.67,508.11,229.78,Cash,2021,1,Jan,Q1,Wednesday,1,45.22,L ($500-2K),508.11,229.78
ORD-106003,06-01-2021,Standard Class,CUST-1470,Consumer,North,Furniture,Chairs,Product-137,79.73,7,15,83.72,474.39,203.04,Credit Card,2021,1,Jan,Q1,Wednesday,1,42.8,M ($200-500),474.39,203.04
ORD-100717,06-01-2021,Standard Class,CUST-1497,Corporate,West,Office Supplies,Paper,Product-168,48.15,4,0,0,192.6,60.64,Debit Card,2021,1,Jan,Q1,Wednesday,1,31.48,S ($50-200),192.6,60.64
ORD-107816,07-01-2021,Standard Class,CUST-1450,Corporate,North,Electronics,Tablets,Product-150,396.82,14,0,0,5555.48,3013.64,Credit Card,2021,1,Jan,Q1,Thursday,1,54.25,XL (>$2K),5555.48,3013.64
ORD-104487,07-01-2021,Standard Class,CUST-4964,Home Office,North,Office Supplies,Binders,Product-275,59.02,9,10,53.12,478.06,223.63,Credit Card,2021,1,Jan,Q1,Thursday,1,46.78,M ($200-500),478.06,223.63
ORD-101222,07-01-2021,Standard Class,CUST-2205,Home Office,West,Food & Beverage,Snacks,Product-222,76.16,5,10,38.08,342.72,117.81,Cash,2021,1,Jan,Q1,Thursday,1,34.38,M ($200-500),342.72,117.81
ORD-108113,07-01-2021,Standard Class,CUST-2102,Consumer,North,Electronics,Tablets,Product-071,168.02,2,20,67.21,268.83,146.24,Cash,2021,1,Jan,Q1,Thursday,1,54.4,M ($200-500),268.83,146.24
ORD-106047,07-01-2021,Same Day,CUST-1039,Consumer,South,Furniture,Shelving,Product-234,28.27,13,30,110.25,257.26,109.48,Credit Card,2021,1,Jan,Q1,Thursday,1,42.56,M ($200-500),257.26,109.48
ORD-109381,07-01-2021,Standard Class,CUST-1434,Consumer,West,Electronics,Accessories,Product-211,355.58,8,10,284.46,2560.18,752.17,Credit Card,2021,1,Jan,Q1,Thursday,1,29.38,XL (>$2K),2560.18,752.17
ORD-100952,07-01-2021,First Class,CUST-1829,Home Office,West,Food & Beverage,Dairy,Product-213,93.82,14,0,0,14127.01273,5471.426576,Credit Card,2021,1,Jan,Q1,Thursday,1,38.73,XL (>$2K),8514.121434,3736.376241
ORD-102542,07-01-2021,Second Class,CUST-2753,Consumer,West,Clothing,Kids,Product-212,37.18,14,25,130.13,390.39,105.69,Online Transfer,2021,1,Jan,Q1,Thursday,1,27.07,M ($200-500),390.39,105.69
ORD-101386,07-01-2021,Standard Class,CUST-1958,Consumer,North,Furniture,Shelving,Product-237,99.7,5,0,0,498.5,224.69,Debit Card,2021,1,Jan,Q1,Thursday,1,45.07,M ($200-500),498.5,224.69
ORD-104430,08-01-2021,Standard Class,CUST-4107,Corporate,West,Electronics,Phones,Product-391,394.04,13,15,768.38,4354.14,1664.32,Credit Card,2021,1,Jan,Q1,Friday,1,38.22,XL (>$2K),4354.14,1664.32
ORD-108949,08-01-2021,First Class,CUST-4139,Consumer,North,Furniture,Tables,Product-453,55.86,11,10,61.45,553.01,145.93,Debit Card,2021,1,Jan,Q1,Friday,1,26.39,L ($500-2K),553.01,145.93
ORD-108461,08-01-2021,Standard Class,CUST-4855,Home Office,West,Furniture,Shelving,Product-111,78.07,7,5,27.32,519.17,298.3,Cash,2021,1,Jan,Q1,Friday,1,57.46,L ($500-2K),519.17,298.3
ORD-102237,08-01-2021,Second Class,CUST-1711,Consumer,South,Office Supplies,Binders,Product-344,35.98,6,0,0,215.88,55.17,Credit Card,2021,1,Jan,Q1,Friday,1,25.56,M ($200-500),215.88,55.17
ORD-100653,08-01-2021,Second Class,CUST-4104,Corporate,North,Office Supplies,Storage,Product-106,45.79,9,0,0,412.11,242.7,Cash,2021,1,Jan,Q1,Friday,1,58.89,M ($200-500),412.11,242.7
ORD-104042,08-01-2021,Standard Class,CUST-2636,Consumer,South,Office Supplies,Paper,Product-468,168.26,12,0,0,2019.12,1092.59,Cash,2021,1,Jan,Q1,Friday,1,54.11,XL (>$2K),2019.12,1092.59
ORD-102956,08-01-2021,Standard Class,CUST-4453,Corporate,South,Food & Beverage,Snacks,Product-330,17.33,3,0,0,51.99,20.66,Debit Card,2021,1,Jan,Q1,Friday,1,39.74,S ($50-200),51.99,20.66
ORD-107437,09-01-2021,Standard Class,CUST-4666,Consumer,North,Furniture,Shelving,Product-052,33.69,5,0,0,168.45,56.26,Debit Card,2021,1,Jan,Q1,Saturday,1,33.4,S ($50-200),168.45,56.26
ORD-101378,09-01-2021,Second Class,CUST-4102,Consumer,South,Electronics,Tablets,Product-357,925.79,6,0,0,5554.74,3130.62,Credit Card,2021,1,Jan,Q1,Saturday,1,56.36,XL (>$2K),5554.74,3130.62
ORD-108038,09-01-2021,Second Class,CUST-3681,Consumer,South,Electronics,Laptops,Product-028,309.88,7,5,108.46,2060.7,616.09,Debit Card,2021,1,Jan,Q1,Saturday,1,29.9,XL (>$2K),2060.7,616.09
ORD-106106,09-01-2021,Standard Class,CUST-2447,Consumer,West,Office Supplies,Storage,Product-030,45.1,12,20,108.24,432.96,118.49,Debit Card,2021,1,Jan,Q1,Saturday,1,27.37,M ($200-500),432.96,118.49
ORD-104629,09-01-2021,First Class,CUST-3702,Consumer,West,Furniture,Shelving,Product-088,23.07,8,10,18.46,166.1,82.82,Debit Card,2021,1,Jan,Q1,Saturday,1,49.86,S ($50-200),166.1,82.82
ORD-100193,09-01-2021,First Class,CUST-2923,Consumer,South,Clothing,Women,Product-207,39.74,2,25,19.87,59.61,29.18,Online Transfer,2021,1,Jan,Q1,Saturday,1,48.95,S ($50-200),59.61,29.18
ORD-103091,10-01-2021,First Class,CUST-2030,Home Office,West,Clothing,Men,Product-079,33.71,1,5,1.69,32.02,13.7,Online Transfer,2021,1,Jan,Q1,Sunday,1,42.79,XS (<$50),32.02,13.7
ORD-105924,10-01-2021,Standard Class,CUST-1835,Consumer,West,Furniture,Tables,Product-316,37.77,6,0,0,226.62,68.17,Credit Card,2021,1,Jan,Q1,Sunday,1,30.08,M ($200-500),226.62,68.17
ORD-100749,10-01-2021,Standard Class,CUST-2923,Consumer,North,Furniture,Shelving,Product-106,241.57,2,0,0,483.14,275.66,Credit Card,2021,1,Jan,Q1,Sunday,1,57.06,M ($200-500),483.14,275.66
ORD-102980,10-01-2021,Standard Class,CUST-3397,Corporate,North,Office Supplies,Binders,Product-358,159,4,5,31.8,604.2,246.4,Cash,2021,1,Jan,Q1,Sunday,1,40.78,L ($500-2K),604.2,246.4
ORD-107412,10-01-2021,Standard Class,CUST-4395,Corporate,South,Food & Beverage,Bakery,Product-212,17.52,3,10,5.26,47.3,16.07,Credit Card,2021,1,Jan,Q1,Sunday,1,33.97,XS (<$50),47.3,16.07
ORD-101642,10-01-2021,First Class,CUST-3295,Corporate,South,Clothing,Sports,Product-078,41.88,1,5,2.09,39.79,12.22,Online Transfer,2021,1,Jan,Q1,Sunday,1,30.71,XS (<$50),39.79,12.22
ORD-108680,10-01-2021,Standard Class,CUST-2625,Corporate,West,Office Supplies,Pens,Product-414,47.16,1,15,7.07,40.09,22.11,Online Transfer,2021,1,Jan,Q1,Sunday,1,55.15,XS (<$50),40.09,22.11
ORD-100526,10-01-2021,Second Class,CUST-4632,Corporate,North,Food & Beverage,Snacks,Product-039,105.77,7,10,74.04,666.35,219.94,Debit Card,2021,1,Jan,Q1,Sunday,1,33.01,L ($500-2K),666.35,219.94
ORD-109817,11-01-2021,Standard Class,CUST-4661,Consumer,North,Furniture,Beds,Product-475,12.74,12,0,0,152.88,78.47,Cash,2021,1,Jan,Q1,Monday,2,51.33,S ($50-200),152.88,78.47
ORD-101152,11-01-2021,Standard Class,CUST-4819,Consumer,South,Food & Beverage,Beverages,Product-171,132.22,7,5,46.28,879.26,416.39,Cash,2021,1,Jan,Q1,Monday,2,47.36,L ($500-2K),879.26,416.39
ORD-105457,11-01-2021,Standard Class,CUST-1635,Consumer,West,Office Supplies,Pens,Product-168,27.5,14,15,57.75,327.25,83.2,Cash,2021,1,Jan,Q1,Monday,2,25.42,M ($200-500),327.25,83.2
ORD-107501,11-01-2021,Standard Class,CUST-1120,Corporate,South,Electronics,Phones,Product-097,175.71,2,20,70.28,281.14,79.18,Cash,2021,1,Jan,Q1,Monday,2,28.16,M ($200-500),281.14,79.18
ORD-108947,11-01-2021,Second Class,CUST-4048,Consumer,North,Office Supplies,Pens,Product-035,45.26,10,20,45.44,181.76,50.49,Online Transfer,2021,1,Jan,Q1,Monday,2,27.78,S ($50-200),181.76,50.49
ORD-101024,11-01-2021,Second Class,CUST-2221,Consumer,South,Furniture,Chairs,Product-453,35.26,12,0,0,423.12,132.14,Debit Card,2021,1,Jan,Q1,Monday,2,31.23,M ($200-500),423.12,132.14
ORD-101345,11-01-2021,Standard Class,CUST-1740,Corporate,North,Electronics,Phones,Product-103,829.01,8,10,663.21,5968.87,1796.35,Cash,2021,1,Jan,Q1,Monday,2,30.1,XL (>$2K),5968.87,1796.35
ORD-103758,11-01-2021,First Class,CUST-3827,Corporate,South,Clothing,Men,Product-469,72.13,6,20,86.56,346.22,141.53,Cash,2021,1,Jan,Q1,Monday,2,40.88,M ($200-500),346.22,141.53
ORD-109548,11-01-2021,Second Class,CUST-3955,Consumer,South,Food & Beverage,Snacks,Product-026,38.75,14,25,135.62,406.88,111.47,Credit Card,2021,1,Jan,Q1,Monday,2,27.4,M ($200-500),406.88,111.47
ORD-106903,11-01-2021,Standard Class,CUST-3758,Consumer,South,Furniture,Tables,Product-234,191.1,10,5,95.55,1815.45,774.26,Credit Card,2021,1,Jan,Q1,Monday,2,42.65,L ($500-2K),1815.45,774.26
ORD-100827,11-01-2021,Standard Class,CUST-1756,Home Office,South,Food & Beverage,Snacks,Product-164,184.49,2,0,0,368.98,93.72,Debit Card,2021,1,Jan,Q1,Monday,2,25.4,M ($200-500),368.98,93.72
ORD-101764,12-01-2021,Second Class,CUST-2801,Consumer,North,Office Supplies,Pens,Product-293,60.44,2,0,0,120.88,48.92,Debit Card,2021,1,Jan,Q1,Tuesday,2,40.47,S ($50-200),120.88,48.92
ORD-101587,12-01-2021,Standard Class,CUST-4121,Home Office,West,Food & Beverage,Snacks,Product-205,59.27,11,5,32.6,619.37,242.99,Cash,2021,1,Jan,Q1,Tuesday,2,39.23,L ($500-2K),619.37,242.99
ORD-100379,12-01-2021,Standard Class,CUST-3463,Corporate,North,Office Supplies,Binders,Product-051,49.52,11,20,108.94,435.78,161.13,Credit Card,2021,1,Jan,Q1,Tuesday,2,36.98,M ($200-500),435.78,161.13
ORD-101063,12-01-2021,Standard Class,CUST-3793,Corporate,South,Electronics,Accessories,Product-228,130.61,13,10,169.79,1528.14,608.01,Debit Card,2021,1,Jan,Q1,Tuesday,2,39.79,L ($500-2K),1528.14,608.01
ORD-102855,12-01-2021,Standard Class,CUST-3672,Home Office,West,Office Supplies,Binders,Product-106,14.87,2,15,4.46,25.28,6.47,Debit Card,2021,1,Jan,Q1,Tuesday,2,25.59,XS (<$50),25.28,8.1197
ORD-108526,12-01-2021,Second Class,CUST-2746,Home Office,North,Food & Beverage,Snacks,Product-338,36.98,11,15,61.02,345.76,172.78,Debit Card,2021,1,Jan,Q1,Tuesday,2,49.97,M ($200-500),345.76,172.78
ORD-104641,12-01-2021,Second Class,CUST-3046,Consumer,North,Clothing,Sports,Product-340,40.72,5,20,40.72,162.88,86.32,Cash,2021,1,Jan,Q1,Tuesday,2,53,S ($50-200),162.88,86.32
ORD-104320,12-01-2021,First Class,CUST-3637,Corporate,South,Electronics,Phones,Product-490,146.11,10,0,0,1461.1,779.45,Online Transfer,2021,1,Jan,Q1,Tuesday,2,53.35,L ($500-2K),1461.1,779.45
ORD-107959,12-01-2021,Standard Class,CUST-2440,Consumer,West,Clothing,Women,Product-143,34.89,2,0,0,69.78,37.31,Credit Card,2021,1,Jan,Q1,Tuesday,2,53.47,S ($50-200),69.78,37.31
ORD-107769,12-01-2021,Standard Class,CUST-1855,Corporate,South,Food & Beverage,Snacks,Product-113,80.12,5,20,80.12,320.48,97.26,Cash,2021,1,Jan,Q1,Tuesday,2,30.35,M ($200-500),320.48,97.26
ORD-106994,12-01-2021,Standard Class,CUST-1730,Consumer,West,Electronics,Laptops,Product-301,543.15,1,25,135.79,407.36,109.76,Online Transfer,2021,1,Jan,Q1,Tuesday,2,26.94,M ($200-500),407.36,109.76
ORD-104221,12-01-2021,Standard Class,CUST-4827,Consumer,South,Electronics,Phones,Product-040,715.97,13,30,2792.28,6515.33,2084.56,Credit Card,2021,1,Jan,Q1,Tuesday,2,31.99,XL (>$2K),6515.33,2084.56
ORD-108993,12-01-2021,Standard Class,CUST-3429,Consumer,West,Office Supplies,Binders,Product-478,60.04,3,0,0,180.12,82.1,Online Transfer,2021,1,Jan,Q1,Tuesday,2,45.58,S ($50-200),180.12,82.1
ORD-104345,12-01-2021,Standard Class,CUST-2252,Consumer,West,Clothing,Men,Product-208,32.91,13,25,106.96,320.87,115.93,Cash,2021,1,Jan,Q1,Tuesday,2,36.13,M ($200-500),320.87,115.93
ORD-103683,13-01-2021,Standard Class,CUST-2039,Consumer,North,Office Supplies,Paper,Product-390,62,2,0,0,124,31.58,Credit Card,2021,1,Jan,Q1,Wednesday,2,25.47,S ($50-200),124,31.58
ORD-100753,13-01-2021,Standard Class,CUST-3368,Home Office,South,Food & Beverage,Beverages,Product-094,28.54,1,0,0,28.54,15.68,Cash,2021,1,Jan,Q1,Wednesday,2,54.94,XS (<$50),28.54,15.68
ORD-105145,13-01-2021,Second Class,CUST-3928,Home Office,West,Clothing,Men,Product-308,26.55,6,0,0,159.3,54.89,Cash,2021,1,Jan,Q1,Wednesday,2,34.46,S ($50-200),159.3,54.89
ORD-109483,13-01-2021,Second Class,CUST-4845,Consumer,South,Clothing,Sports,Product-329,21.46,3,0,0,64.38,37.12,Online Transfer,2021,1,Jan,Q1,Wednesday,2,57.66,S ($50-200),64.38,37.12
ORD-107594,13-01-2021,First Class,CUST-4602,Corporate,South,Food & Beverage,Bakery,Product-201,24.62,2,25,12.31,36.93,20.1,Credit Card,2021,1,Jan,Q1,Wednesday,2,54.43,XS (<$50),36.93,20.1
ORD-104991,13-01-2021,Standard Class,CUST-1027,Home Office,South,Office Supplies,Paper,Product-361,94.96,14,20,265.89,1063.55,592.64,Debit Card,2021,1,Jan,Q1,Wednesday,2,55.72,L ($500-2K),1063.55,592.64
ORD-103861,13-01-2021,Standard Class,CUST-4495,Home Office,South,Electronics,Accessories,Product-351,270.41,4,0,0,1081.64,632.96,Cash,2021,1,Jan,Q1,Wednesday,2,58.52,L ($500-2K),1081.64,632.96
ORD-107438,13-01-2021,Standard Class,CUST-2373,Corporate,West,Office Supplies,Paper,Product-248,18.11,8,20,28.98,115.9,37.08,Cash,2021,1,Jan,Q1,Wednesday,2,31.99,S ($50-200),115.9,37.08
ORD-104076,13-01-2021,Second Class,CUST-3830,Consumer,South,Furniture,Tables,Product-159,64.91,13,20,168.77,675.06,283.76,Online Transfer,2021,1,Jan,Q1,Wednesday,2,42.03,L ($500-2K),675.06,283.76
ORD-109279,13-01-2021,Standard Class,CUST-4660,Consumer,North,Electronics,Accessories,Product-216,475.57,10,0,0,4755.7,2811.64,Cash,2021,1,Jan,Q1,Wednesday,2,59.12,XL (>$2K),4755.7,2811.64
ORD-109835,13-01-2021,Standard Class,CUST-1170,Consumer,West,Clothing,Women,Product-007,168.05,12,20,403.32,1613.28,407.72,Credit Card,2021,1,Jan,Q1,Wednesday,2,25.27,L ($500-2K),1613.28,407.72
ORD-106370,13-01-2021,Standard Class,CUST-2318,Consumer,West,Electronics,Tablets,Product-175,360.42,6,15,324.38,26294.00826,8846.32376,Online Transfer,2021,1,Jan,Q1,Wednesday,2,33.64,XL (>$2K),8514.121434,3736.376241
ORD-109372,14-01-2021,Second Class,CUST-1796,Corporate,North,Clothing,Kids,Product-431,49.76,13,10,64.69,582.19,207.94,Debit Card,2021,1,Jan,Q1,Thursday,2,35.72,L ($500-2K),582.19,207.94
ORD-101396,14-01-2021,Standard Class,CUST-2514,Home Office,North,Clothing,Sports,Product-455,61.63,8,0,0,493.04,145.52,Debit Card,2021,1,Jan,Q1,Thursday,2,29.51,M ($200-500),493.04,145.52
ORD-107473,14-01-2021,Standard Class,CUST-2886,Consumer,South,Electronics,Phones,Product-043,249.28,9,10,224.35,2019.17,798.46,Debit Card,2021,1,Jan,Q1,Thursday,2,39.54,XL (>$2K),2019.17,798.46
ORD-105981,14-01-2021,Standard Class,CUST-4097,Consumer,South,Office Supplies,Binders,Product-435,85.22,3,0,0,255.66,84.05,Credit Card,2021,1,Jan,Q1,Thursday,2,32.88,M ($200-500),255.66,84.05
ORD-107181,14-01-2021,Standard Class,CUST-2987,Consumer,West,Office Supplies,Storage,Product-324,25.39,11,0,0,279.29,108.91,Cash,2021,1,Jan,Q1,Thursday,2,39,M ($200-500),279.29,108.91
ORD-104938,14-01-2021,Standard Class,CUST-1091,Corporate,South,Electronics,Laptops,Product-494,652.57,7,10,456.8,4111.19,1713.42,Credit Card,2021,1,Jan,Q1,Thursday,2,41.68,XL (>$2K),4111.19,1713.42
ORD-105682,14-01-2021,Standard Class,CUST-3851,Corporate,South,Clothing,Sports,Product-016,16.28,2,20,6.51,26.05,13.51,Debit Card,2021,1,Jan,Q1,Thursday,2,51.86,XS (<$50),26.05,13.51
ORD-108917,14-01-2021,Standard Class,CUST-1115,Consumer,West,Furniture,Chairs,Product-075,37.84,1,15,5.68,32.16,9.98,Online Transfer,2021,1,Jan,Q1,Thursday,2,31.03,XS (<$50),32.16,9.98
ORD-101464,14-01-2021,Standard Class,CUST-3375,Consumer,North,Furniture,Shelving,Product-055,25.52,3,0,0,76.56,39.3,Debit Card,2021,1,Jan,Q1,Thursday,2,51.33,S ($50-200),76.56,39.3
ORD-100037,14-01-2021,Standard Class,CUST-3957,Corporate,North,Office Supplies,Pens,Product-399,52.99,2,20,21.2,84.78,48.17,Online Transfer,2021,1,Jan,Q1,Thursday,2,56.82,S ($50-200),84.78,48.17
